prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,198965518311wd,11569198911101391,0,1,1,,1,1,1,151,O,7,13,,4,1156919891110008,391,5,3,0,2,0,,,,,51,39,5,1,6,1989,1156919891110,11,wd,,,1156919891110008,2,2,0,8,1,,,12JUN91:21:39,1,1,1,,,,8835250101,,1,88,8,1620,24709,8,70,0,198965518311wd,,0,1156919891110008
,,198965518311wd,11569198911101391,0,1,1,,1,1,1,39,O,30,100,,5,1156919891110007,391,5,3,0,1,0,,,,5,51,24,5,1,6,1989,1156919891110,11,wd,,,1156919891110007,2,1,0,8,1,,,12JUN91:21:39,1,1,1,,,,,,1,88,8,1550,21867,8,66,0,198965518311wd,,0,1156919891110007
,BLUEFISH,198965518311wd,11569198911101391,1,1,1,,1,1,1,1,Y,12,40,,4,1156919891110009,391,5,3,1,2,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110009,2,2,0,8,1,,,12JUN91:21:39,1,1,1,,,,8835250101,,1,88,8,1635,23336,8,78,0,198965518311wd,,0,1156919891110009
WEAKFISH,BLUEFISH,198965518311wd,11569198911101391,0,1,1,,1,1,1,1,Y,6,15,,5,1156919891110010,391,5,3,0,2,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110010,2,2,0,8,1,,,12JUN91:21:39,1,1,1,,,,8835250101,8835440104,1,88,8,1650,23417,8,69,0,198965518311wd,,0,1156919891110010
,BLUEFISH,198965518311wd,11569198911101391,0,1,1,,1,1,1,1,Y,20,60,,4,1156919891110004,391,5,3,0,1,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110004,2,1,0,8,1,,,12JUN91:21:39,1,1,1,,,,8835250101,,1,88,8,1425,23412,8,54,0,198965518311wd,,0,1156919891110004
,BLUEFISH,198965518311wd,11569198911101391,0.5,1,1,,1,1,1,1,Y,30,80,,4.5,1156919891110003,391,5,3,0,1,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110003,2,1,0,8,1,,,12JUN91:21:39,1,1,1,,,,8835250101,,1,88,8,1400,23336,8,26,0,198965518311wd,,0,1156919891110003
,,198965518311we,1156719891112810149,0,1,1,,2,1,810,710,Y,2,90,,7,1156719891112001,149,1,3,1,0,0,,,,5,51,51,5,2,6,1989,1156719891112,11,we,,,1156719891112001,2,,,8,9,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1220,23518,8,36,0,198965518311we,,0,1156719891112001
,BLUEFISH,198965518311wd,11569198911101391,0,1,1,,2,1,1,1,Y,5,12,,4,1156919891110002,391,5,3,1,0,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110002,2,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835250101,,1,88,8,1340,23415,8,28,0,198965518311wd,,0,1156919891110002
ATLANTIC CROAKER,SPOT,198965518311we,1156719891112810149,0,1,1,,2,1,810,740,Y,8,52,,5,1156719891112002,149,1,3,1,0,0,,,,5,51,51,5,1,6,1989,1156719891112,11,we,,,1156719891112002,2,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440401,8835440702,1,88,8,1335,23701,8,52,0,198965518311we,,0,1156719891112002
,SPOTTED SEATROUT,198965518311we,1156619891111810157,0,1,1,,2,1,810,810,Y,20,40,,1,1156619891111010,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111010,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,1545,23455,8,14,0,198965518311we,,0,1156619891111010
,TAUTOG,198965518311we,1156619891111810157,1,1,1,,2,1,810,810,Y,8,50,,2,1156619891111009,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111009,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8839010101,,1,88,8,1515,23460,8,43,0,198965518311we,,0,1156619891111009
,TAUTOG,198965518311we,1156619891111810157,1.5,1,1,,1,1,810,550,Y,20,50,,8,1156619891111008,157,5,3,0,2,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111008,2,2,0,8,1,,,12JUN91:21:39,1,1,1,,,,8839010101,,1,88,8,1510,23323,8,34,0,198965518311we,,0,1156619891111008
,SPOTTED SEATROUT,198965518311we,1156619891111810157,0,1,1,,2,1,810,550,Y,16,50,,1.5,1156619891111007,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111007,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,1505,23320,8,29,0,198965518311we,,0,1156619891111007
,,198965518311wd,11569198911101391,1,1,1,,2,1,1,1,Y,30,60,,3.5,1156919891110001,391,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156919891110,11,wd,,,1156919891110001,,,,8,1,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1325,23418,8,68,0,198965518311wd,,0,1156919891110001
,,198965518311we,1156619891111810157,0,1,1,,2,1,810,810,Y,1,10,,1.5,1156619891111005,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111005,,,,8,1,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1445,23452,8,46,0,198965518311we,,0,1156619891111005
,,198965518311we,1156619891111810467,0,1,1,,2,1,810,550,Y,10,60,,2,1156619891111001,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111001,,,,8,1,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1405,23323,8,35,0,198965518311we,,0,1156619891111001
,TAUTOG,198965518311we,1156619891111810467,3,1,1,,1,1,810,810,Y,50,250,,8,1156619891111003,467,5,3,0,1,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111003,2,1,0,8,1,,,12JUN91:21:39,1,1,1,,,,8839010101,,1,88,8,1420,23462,8,32,0,198965518311we,,0,1156619891111003
,,198965518311we,1156619891111810467,0,1,1,,2,1,810,740,Y,1,6,,3,1156619891111002,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111002,,,,8,1,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1410,23702,8,28,0,198965518311we,,0,1156619891111002
ATLANTIC CROAKER,SPOT,198965518311we,1156719891112810149,0,1,1,,2,1,810,740,Y,8,52,,5,1156719891112003,149,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1156719891112,11,we,,,1156719891112003,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440401,8835440702,1,88,8,1340,23701,8,23,0,198965518311we,,0,1156719891112003
SPOTTED SEATROUT,BLACK DRUM,198965518311we,1156619891105810157,0,1,1,,2,1,810,810,Y,0,0,,4.5,1156619891105010,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105010,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440801,8835440102,1,88,8,930,23464,8,43,0,198965518311we,,0,1156619891105010
,SPOTTED SEATROUT,198965518311we,1156619891105810157,0,1,1,,2,1,810,550,Y,0,12,,0.5,1156619891105009,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105009,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,915,23325,8,27,0,198965518311we,,0,1156619891105009
SPOTTED SEATROUT,BLUEFISH,198965518311we,1156619891105810157,0,1,1,,2,1,810,550,Y,8,40,,0.5,1156619891105008,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105008,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835250101,8835440102,1,88,8,910,23325,8,38,0,198965518311we,,0,1156619891105008
,SPOTTED SEATROUT,198965518311we,1156619891105810157,0,1,1,,2,1,810,810,Y,15,15,,3,1156619891105007,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105007,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,900,23464,8,40,0,198965518311we,,0,1156619891105007
,SPOTTED SEATROUT,198965518311we,1156619891105810467,0,1,1,,2,1,810,810,Y,2,7,,2.5,1156619891105005,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105005,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,830,23452,8,28,0,198965518311we,,0,1156619891105005
,SPOTTED SEATROUT,198965518311we,1156619891105810467,0,1,1,,2,1,810,810,Y,30,50,,0.5,1156619891105004,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105004,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,745,23451,8,33,0,198965518311we,,0,1156619891105004
,SPOTTED SEATROUT,198965518311we,1156619891105810467,0.5,1,1,,2,1,810,710,Y,13,13,,2.5,1156619891105001,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105001,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,705,23503,8,39,0,198965518311we,,0,1156619891105001
,SPOTTED SEATROUT,198965518311we,1156619891105810467,1.5,1,1,,2,1,810,810,Y,25,50,,4.5,1156619891105002,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105002,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,720,23454,8,30,0,198965518311we,,0,1156619891105002
,TAUTOG,198965518311we,1156619891105810157,0.5,1,1,,1,1,810,810,Y,1,1,,1.5,1156619891105011,157,5,3,0,1,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105011,2,1,0,8,1,,,12JUN91:21:39,1,1,1,,,,8839010101,,1,88,8,1005,23452,8,32,0,198965518311we,,0,1156619891105011
,SPOTTED SEATROUT,198965518311we,1156619891105810467,0,1,1,,2,1,810,710,Y,0,2,,2.5,1156619891105006,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105006,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,840,23502,8,66,0,198965518311we,,0,1156619891105006
,,198965518311we,1156619891111810157,0,1,1,,2,1,810,810,Y,1,7,,1.5,1156619891111006,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111006,,,,8,1,,,12JUN91:21:39,1,8,1,,,,,,1,88,8,1455,23462,8,26,0,198965518311we,,0,1156619891111006
,TAUTOG,198965518311we,1156619891111810467,0,1,1,,2,1,810,740,Y,20,75,,2,1156619891111004,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891111,11,we,,,1156619891111004,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8839010101,,1,88,8,1425,23702,8,54,0,198965518311we,,0,1156619891111004
,SPOTTED SEATROUT,198965518311we,1156619891105810467,1,1,1,,2,1,810,740,Y,2,6,,5.5,1156619891105003,467,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105003,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8835440102,,1,88,8,735,23701,8,40,0,198965518311we,,0,1156619891105003
,TAUTOG,198965518311we,1156619891105810157,0,1,1,,2,1,810,810,Y,5,12,,2,1156619891105012,157,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105012,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8839010101,,1,88,8,1050,23452,8,61,0,198965518311we,,0,1156619891105012
,,198965518311we,1137819891104710437,0,F,5,,2,1,710,710,Y,2,3,,2.5,1137819891104005,437,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104005,,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1655,23505,8,33,0,198965518311we,,0,1137819891104005
,WINTER FLOUNDER,198965518311we,1137819891104710437,1,F,5,,2,1,710,810,Y,2,10,,2,1137819891104007,437,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104007,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1735,23462,8,70,0,198965518311we,,0,1137819891104007
,SPOTTED SEATROUT,198965518311we,1146919891112710949,0,F,5,,2,1,710,710,Y,8,30,,2,1146919891112003,949,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1146919891112,11,we,,,1146919891112003,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440102,,1,88,8,1320,23513,8,54,0,198965518311we,,0,1146919891112003
,CHANNEL CATFISH,198965518311wd,1157319891107700245,0,F,5,,2,1,700,700,Y,2,7,,3,1157319891107003,245,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107003,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8777020105,,1,88,8,1155,23602,8,7,0,198965518311wd,,0,1157319891107003
,TAUTOG,198965518311wd,1157319891114650120,0,F,5,,2,1,650,650,Y,60,200,,2,1157319891114003,120,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891114,11,wd,,,1157319891114003,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1221,23663,8,71,0,198965518311wd,,0,1157319891114003
,TAUTOG,198965518311wd,1157319891114650120,0,F,5,,2,1,650,760,Y,60,200,,2,1157319891114002,120,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891114,11,wd,,,1157319891114002,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1219,23226,8,60,0,198965518311wd,,0,1157319891114002
,TAUTOG,198965518311we,1085119891104810447,0,5,5,,2,1,810,810,Y,30,100,,4,1085119891104002,447,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1085119891104,11,we,,,1085119891104002,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1155,23454,8,14,0,198965518311we,,0,1085119891104002
,,198965518311we,1085119891104810447,0,5,5,,2,1,810,810,Y,5,50,,5,1085119891104004,447,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1085119891104,11,we,,,1085119891104004,,,,8,9,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1230,23452,8,32,0,198965518311we,,0,1085119891104004
,,198965518311wd,1157319891107700245,1,F,5,,2,1,700,700,Y,60,150,,1,1157319891107006,245,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107006,,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1429,23602,8,52,0,198965518311wd,,0,1157319891107006
WHITE PERCH,CHANNEL CATFISH,198965518311wd,1157319891107700245,1,F,5,,2,1,700,700,Y,24,144,,1.5,1157319891107007,245,1,3,1,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107007,2,,,8,1,,,12JUN91:21:39,8,8,1,,,,8777020105,8835020101,1,88,8,1636,23602,8,13,0,198965518311wd,,0,1157319891107007
WHITE PERCH,CHANNEL CATFISH,198965518311wd,1157319891107700245,1,F,5,,2,1,700,700,Y,12,45,,1.5,1157319891107008,245,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107008,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8777020105,8835020101,1,88,8,1640,23602,8,41,0,198965518311wd,,0,1157319891107008
,CHANNEL CATFISH,198965518311wd,1157319891107700245,0,F,5,,2,1,700,700,Y,5,9,,2,1157319891107004,245,1,3,2,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107004,2,0,2,8,1,,,12JUN91:21:39,8,8,1,,,,8777020105,,1,88,8,1236,23602,8,44,0,198965518311wd,,0,1157319891107004
,CHANNEL CATFISH,198965518311wd,1157319891107700245,0,F,5,,2,1,700,700,Y,2,7,,3,1157319891107001,245,1,3,1,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107001,2,,,8,1,,,12JUN91:21:39,8,8,1,,,,8777020105,,1,88,8,1150,23602,8,34,0,198965518311wd,,0,1157319891107001
,,198965518311we,1137819891104710437,1,F,5,,2,1,710,81,O,0,0,,4,1137819891104006,437,1,3,1,0,0,,,,6,51,37,5,1,6,1989,1137819891104,11,we,,,1137819891104006,2,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1710,27420,8,35,0,198965518311we,,0,1137819891104006
,CHANNEL CATFISH,198965518311wd,1157319891107700245,0,F,5,,2,1,700,700,Y,2,7,,3,1157319891107002,245,1,3,2,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107002,2,,,8,9,,,12JUN91:21:39,8,8,1,,,,8777020105,,1,88,8,1153,23602,8,9,0,198965518311wd,,0,1157319891107002
,,198965518311we,1146919891105710949,0,F,5,,2,1,710,550,Y,9,10,,1.5,1146919891105010,949,4,3,1,0,0,,,,5,51,51,5,1,6,1989,1146919891105,11,we,,,1146919891105010,2,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1540,23325,8,32,0,198965518311we,,0,1146919891105010
,,198965518311we,1137819891104710437,1,F,5,,3,0,710,710,Y,3,7,,5,1137819891104002,437,1,3,0,0,1,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104001,,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1555,23513,8,40,0,198965518311we,,0,1137819891104001
,TAUTOG,198965518311wd,1157319891114650120,0,F,5,,2,1,650,760,Y,60,200,,2,1157319891114001,120,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891114,11,wd,,,1157319891114001,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1218,23226,8,62,0,198965518311wd,,0,1157319891114001
SPOTTED SEATROUT,BLUEFISH,198965518311wd,1157319891114650994,0,F,5,,2,1,650,650,Y,15,40,,1,1157319891114004,994,2,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891114,11,wd,,,1157319891114004,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8835250101,8835440102,1,88,8,1241,23669,8,33,0,198965518311wd,,0,1157319891114004
,,198965518311we,1142219891111650269,0,F,5,,2,1,650,5,O,0,2,,1.5,1142219891111001,269,5,3,0,0,0,,,,5,51,34,5,1,6,1989,1142219891111,11,we,,,1142219891111001,,,,8,9,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1330,28046,8,44,0,198965518311we,,0,1142219891111001
,SUMMER FLOUNDER,198965518311we,1146919891112710949,0,F,5,,2,1,710,740,Y,25,75,,2,1146919891112001,949,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1146919891112,11,we,,,1146919891112001,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8857030301,,1,88,8,1215,23701,8,45,0,198965518311we,,0,1146919891112001
,,198965518311we,1142219891111650269,0,F,5,,2,1,650,1,O,3,3,,1,1142219891111003,269,5,3,0,0,0,,,,2,51,6,5,1,6,1989,1142219891111,11,we,,,1142219891111003,,,,8,1,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1445,24566,8,22,0,198965518311we,,0,1142219891111003
,,198965518311we,1146919891112710949,0,F,5,,1,1,710,710,Y,6,30,,4,1146919891112002,949,1,3,0,1,0,,,,5,51,51,5,1,6,1989,1146919891112,11,we,,,1146919891112002,2,1,0,8,1,,,12JUN91:21:39,8,1,1,,,,,,1,88,8,1250,23505,8,40,0,198965518311we,,0,1146919891112002
,BLACK SEA BASS,198965518311we,1146919891105710949,0,F,5,,2,1,710,710,Y,30,60,,8,1146919891105013,949,1,3,1,0,0,,,,5,51,51,5,1,6,1989,1146919891105,11,we,,,1146919891105013,2,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835020301,,1,88,8,1620,23503,8,27,0,198965518311we,,0,1146919891105013
ATLANTIC CROAKER,SPOT,198965518311we,1142219891111650269,0,F,5,,2,1,650,1,O,3,3,,1,1142219891111002,269,5,3,0,0,0,,,,2,51,6,5,1,6,1989,1142219891111,11,we,,,1142219891111002,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440401,8835440702,1,88,8,1440,24566,8,26,0,198965518311we,,0,1142219891111002
,,198965518311we,1137819891104710437,0,F,5,,1,1,710,710,Y,20,50,,6,1137819891104004,437,1,3,1,4,0,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104004,2,4,0,8,1,,,12JUN91:21:39,8,1,1,,,,,,1,88,8,1620,23511,8,30,0,198965518311we,,0,1137819891104004
,,198965518311we,1137819891104710437,1,F,5,,2,1,710,710,Y,0,2,,5,1137819891104003,437,1,3,1,0,0,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104003,2,,,8,9,,,12JUN91:21:39,8,8,1,,,,,,1,88,8,1600,23513,8,47,0,198965518311we,,0,1137819891104003
,WINTER FLOUNDER,198965518311we,1137819891104710437,1,F,5,,1,2,710,710,Y,3,7,,5,1137819891104001,437,1,3,1,2,0,,,,5,51,51,5,1,6,1989,1137819891104,11,we,,,1137819891104001,2,1,0,8,1,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1550,23513,8,44,0,198965518311we,,0,1137819891104001
,TAUTOG,198965518311we,1085119891104810447,0,5,5,,2,1,810,810,Y,30,100,,4,1085119891104003,447,5,3,0,0,0,,,,5,51,51,5,1,6,1989,1085119891104,11,we,,,1085119891104003,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1215,23454,8,15,0,198965518311we,,0,1085119891104003
,SPOT,198965518311we,1085119891104810447,0,5,5,,2,1,810,810,Y,10,10,,1,1085119891104001,447,5,3,0,0,0,,,,5,51,51,5,2,6,1989,1085119891104,11,we,,,1085119891104001,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8835440401,,1,88,8,1135,23451,8,40,0,198965518311we,,0,1085119891104001
,CHANNEL CATFISH,198965518311wd,1157319891107700245,0,F,5,,2,1,700,700,Y,50,100,,2,1157319891107005,245,1,3,0,0,0,,,,5,51,51,5,1,6,1989,1157319891107,11,wd,,,1157319891107005,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8777020105,,1,88,8,1241,23602,8,11,0,198965518311wd,,0,1157319891107005
TAUTOG,BLACK SEA BASS,198965518611we,115661989110581088,0,1,1,,2,1,810,710,Y,6,20,,5,1156619891105018,88,6,6,2,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105018,1,0,30,8,1,,,12JUN91:21:39,1,8,1,,,,8835020301,8839010101,1,98,8,1725,23502,8,48,101.50596161,198965518611we,,0,1156619891105018
,BLACK SEA BASS,198965518611we,115661989110581088,0,1,1,,2,1,810,810,Y,0,0,,5,1156619891105017,88,6,6,1,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105017,1,0,25,8,1,,,12JUN91:21:39,1,8,1,,,,8835020301,,1,98,8,1720,23454,8,32,101.50596161,198965518611we,,0,1156619891105017
,BLACK SEA BASS,198965518611we,115661989110581088,0,1,1,,2,1,810,810,Y,0,0,,5,1156619891105019,88,6,6,2,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105019,1,0,8,8,1,,,12JUN91:21:39,1,8,1,,,,8835020301,,1,98,8,1750,23464,8,43,101.50596161,198965518611we,,0,1156619891105019
TAUTOG,BLACK SEA BASS,198965518611we,115661989110581088,0,1,2,,1,1,810,810,Y,8,36,,5,1156619891105013,88,6,6,0,1,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105013,1,1,0,8,1,,,12JUN91:21:39,2,1,1,,,,8835020301,8839010101,1,98,8,1650,23464,8,31,27.163264712,198965518611we,,0,1156619891105013
TAUTOG,BLACK SEA BASS,198965518611we,115661989110581088,0,1,2,,2,1,810,550,Y,3,20,,5,1156619891105015,88,6,6,1,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105015,1,0,35,8,1,,,12JUN91:21:39,2,8,1,,,,8835020301,8839010101,1,98,8,1710,23323,8,32,27.163264712,198965518611we,,0,1156619891105015
BLACK SEA BASS,TAUTOG,198965518611we,115661989110581088,0,1,2,,1,1,810,550,Y,5,30,,5,1156619891105014,88,6,6,0,1,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105014,1,1,0,8,1,,,12JUN91:21:39,2,1,1,,,,8839010101,8835020301,1,98,8,1705,23325,8,35,27.163264712,198965518611we,,0,1156619891105014
,BLACK SEA BASS,198965518611we,115661989110581088,0,1,2,,2,1,810,810,Y,2,12,,5,1156619891105016,88,6,6,1,0,0,,,,5,51,51,5,1,6,1989,1156619891105,11,we,,,1156619891105016,1,0,30,8,1,,,12JUN91:21:39,2,8,1,,,,8835020301,,1,98,8,1715,23454,8,99,27.163264712,198965518611we,,0,1156619891105016
,WEAKFISH,198965518611wd,1142619891110133465,0,F,5,,2,1,133,41,Y,1,4,,9.5,1142619891110004,465,7,6,1,0,0,,,,5,51,51,5,1,6,1989,1142619891110,11,wd,,,1142619891110004,1,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440104,,1,1,8,1645,23831,8,44,88.605585299,198965518611wd,,0,1142619891110004
WEAKFISH,BLACK SEA BASS,198965518611we,1142619891111133465,0,F,5,,3,0,133,165,N,0,0,,9.5,1142619891111004,465,7,6,0,0,1,,,,5,51,51,5,1,6,1989,1142619891111,11,we,,,1142619891111004,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835020301,8835440104,1,1,8,1615,22827,8,22,46.124615148,198965518611we,,0,1142619891111001
BLACK SEA BASS,WEAKFISH,198965518611we,1142619891104133465,0,F,5,,3,0,133,21,N,1,1,,9.5,1142619891104006,465,7,6,1,0,1,,,,5,51,51,5,1,6,1989,1142619891104,11,we,,,1142619891104006,1,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440104,8835020301,1,1,8,1710,24315,8,38,46.124615148,198965518611we,,0,1142619891104001
,WEAKFISH,198965518611wd,1142619891110133465,0,F,5,,2,1,133,87,Y,3,10,,9.5,1142619891110005,465,7,6,1,0,0,,,,5,51,51,5,1,6,1989,1142619891110,11,wd,,,1142619891110005,1,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440104,,1,1,8,1650,23060,8,47,88.605585299,198965518611wd,,0,1142619891110005
BLACK SEA BASS,WEAKFISH,198965518611we,1142619891104133465,0,F,5,,3,0,133,61,Y,0,3,,9.5,1142619891104005,465,7,6,1,0,1,,,,5,51,51,5,1,6,1989,1142619891104,11,we,,,1142619891104005,1,,,8,1,,,12JUN91:21:39,8,8,1,,,,8835440104,8835020301,1,1,8,1705,22186,8,49,79.232366088,198965518611we,,0,1142619891104001
