"Year","season","Family","catchableTotal_Wt","catchableTotal_Num","Total_Wt","Total_Num","famCatch_Wt","famCatch_Num","famRel_Wt","famRel_Num","famERel_Wt","famERel_Num","famProp","famcatchable_Wt","famcatchable_Num","famcatchable_RelWt","famcatchable_RelNum","famcatchable_ERelWt","famcatchable_ERelNum","famcatchableProp_Wt","famcatchableProp_Num"
1973,"FALL","HERRING",197.903441054054,1155.30206211245,2408.9,5429,19.4,147,0.161666666666667,1.225,0.000546817450681875,0.00414341057990905,0.00805346838806094,1.39395604395604,11.3403891190776,0.0116163003663004,0.0945032426589804,3.92906953772493e-05,0.000319645498341985,0.00704361701106203,0.00981595159480797
1973,"FALL","MACKEREL",197.903441054054,1155.30206211245,2408.9,5429,5.2,53,0.0433333333333333,0.441666666666667,0.000146569625955967,0.00149388272608966,0.00215866162978953,2.15849056603774,22,0.0179874213836478,0.183333333333333,6.08402220949295e-05,0.000620102263659858,0.0109067864335324,0.0190426389093198
1973,"FALL","BUTTERFISH",197.903441054054,1155.30206211245,2408.9,5429,3.3,115,0.0275,0.958333333333333,9.30153395489788e-05,0.00324144365094926,0.00136991988044336,2.94,102.454545454545,0.0245,0.853787878787879,8.28682115981811e-05,0.00288783161630025,0.0148557295635754,0.0886820415322457
1973,"FALL","SAND LANCE",197.903441054054,1155.30206211245,2408.9,5429,0,5,0,0.0416666666666667,0,0.000140932332649968,0,0,1.66666666666667,0,0.0138888888888889,0,4.69774442166559e-05,0,0.00144262415979696
1973,"FALL","POLLOCK",197.903441054054,1155.30206211245,2408.9,5429,614.6,231,5.12166666666667,1.925,0.017323402329334,0.00651107376842851,0.255137199551663,29.9804878048781,11.2682926829268,0.249837398373984,0.0939024390243902,0.000845044016065075,0.000317613354557488,0.151490482657598,0.00975354675843212
1973,"FALL","HAKE",197.903441054054,1155.30206211245,2408.9,5429,1766.4,4878,14.72,40.65,0.0497885744785806,0.137493583733309,0.733280750550044,161.430506639182,1006.57216818923,1.34525422199318,8.38810140157694,0.0045501555723052,0.0283717127286889,0.815703384334232,0.871263197045397
1973,"SPRING","HERRING",228.19506139201,1880.67562768252,2795.3,11959,277.8,1813,2.43684210526316,15.9035087719298,0.00783020040203221,0.0511020638188783,0.0993811039959933,15.1554347826087,104.200970704487,0.132942410373761,0.914043602670942,0.0004271781552475,0.00293705717315487,0.066414385526835,0.055406136587674
1973,"SPRING","MACKEREL",228.19506139201,1880.67562768252,2795.3,11959,15.9,57,0.139473684210526,0.5,0.000448164817826898,0.00160662859220963,0.0056881193431832,6.6,23.6603773584906,0.0578947368421053,0.207547169811321,0.000186030679097958,0.000666902434502112,0.0289226241783649,0.0125807858677077
1973,"SPRING","BUTTERFISH",228.19506139201,1880.67562768252,2795.3,11959,0,1,0,0.0087719298245614,0,2.81864665299936e-05,0,0,0.343963553530752,0,0.00301722415377852,0,9.69511718913218e-06,0,0.000182893609332623
1973,"SPRING","SAND LANCE",228.19506139201,1880.67562768252,2795.3,11959,0.5,23,0.0043859649122807,0.201754385964912,1.40932332649968e-05,0.000648288730189852,0.000178871677458591,0.116438356164384,5.35616438356164,0.00102138908916126,0.0469838981014179,3.28198582883487e-06,0.000150971348126404,0.000510258002316525,0.0028480001041763
1973,"SPRING","POLLOCK",228.19506139201,1880.67562768252,2795.3,11959,601.9,439,5.27982456140351,3.85087719298246,0.0169654342044031,0.0123738588066672,0.215325725324652,29.3609756097561,21.4146341463415,0.257552417629439,0.187847667950364,0.000827582156312348,0.000603602868617911,0.128666130768351,0.0113866707427531
1973,"SPRING","HAKE",228.19506139201,1880.67562768252,2795.3,11959,1899.2,9626,16.659649122807,84.4385964912281,0.0535317372337638,0.271322926817718,0.679426179658713,176.96221264348,1725.69951753611,1.55230011090772,15.1377150661062,0.00498793948374906,0.0486413716918576,0.775486601524133,0.917595513088356
1974,"FALL","HERRING",237.795696871644,2049.50390918937,1888.9,5159,22.4,139,0.173643410852713,1.07751937984496,0.000729848469121595,0.00452897041106704,0.0118587537720366,1.92390488110138,13.0663329161452,0.0149139913263673,0.101289402450738,6.26856710806877e-05,0.000425734065887574,0.00809057904079675,0.00637536374415272
1974,"FALL","MACKEREL",237.795696871644,2049.50390918937,1888.9,5159,12.9,130,0.1,1.0077519379845,0.000420314520163776,0.00423572772258068,0.00682937159193181,2.47021276595745,24.8936170212766,0.0191489361702128,0.192973775358733,8.04857591802975e-05,0.000811096797940982,0.0103879624335288,0.0121461671332565
