Observation,Year,Date,Observer,Watch ID,Area,Time (event start time),Watch duration mins,Number of nests watched,Event,Nest ID,Bird fed ID,Prey,Size,Adult ID,Notes,exclude from feeding rates,Photo ID
blind,2019,7/7/2021,GVC,2021.27,3,15:21,,,GPS bird returned,,,,,GPS 369,"No food, SB.05 chased it away",,
blind,2019,7/7/2021,GVC,2021.27,3,15:29,,,GPS bird returned,,,,,GPS 369,"No food, stayed till end of watch",,
blind,2019,7/7/2021,GVC,2021.27,3,15:30,,,feeding,D.64,,gadid,1.5,,,,
blind,2019,7/7/2021,GVC,2021.27,3,15:46,,,end,,,,,,,,
blind,2019,7/11/2021,GBS,2021.28,3,8:47,,8,start,D.58/D.04/D.13/D.D.41/SB.03/SB.05/SB.04/SB.06,,,,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,8:51,,,feeding,D.41,A,unknown,1,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:15,,,feeding,SB.06,A,butterfish,1.5,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:16,,,feeding,SB.06,A,mummichog,1,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:24,,,feeding,D.13,A,sandlance,2,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:34,,,feeding,SB.03,A,herring,1.5,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:39,,,feeding,D.41,A,shrimp,1,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,9:49,,,feeding,D.04,A,unknown,?,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:10,,,feeding,D.04,A,gadid,1,GPS 811,two fish in bill,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:10,,,feeding,D.04,A,gadid,1.5,GPS 811,two fish in bill,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:11,,,feeding,SB.06,A,butterfish,1.5,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:12,,,failed feeding,SB.03,A,butterfish,2,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:13,,,attempted flight,R.27,A,,,,,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:16,,,failed feeding,SB.06,A,butterfish,1.5,both parents attempting to feed butterfish despite chick having one from earlier in bill already,,x,
blind,2019,7/11/2021,GBS,2021.28,3,10:16,,,end,,,,,,unknown end time: ALIYA ADDED END TIME in 2022,x,
blind,2019,7/3/2021,OAS,2021.29,4,3:00,90,9,start,D.25/D.07/D.06/D.75/D.76/D.51/D.36/D.27/D.22,,,,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:03,,,feeding,D.25,A,herring,2,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:08,,,feeding,D.36,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:18,,,feeding,D.76,A,unknown fish,?,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:21,,,feeding,D.06,A,sandlance,3,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:26,,,feeding,D.22,A,unknown fish,2,,brownish-green,,
blind,2019,7/3/2021,OAS,2021.29,4,3:32,,,feeding,D.76,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:36,,,stolen from,D.06,A,hake,2,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:38,,,feeding,D.22,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:41,,,feeding,D.27,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:43,,,feeding,D.22,A,butterfish,2,,No head! Long handling time,,
blind,2019,7/3/2021,OAS,2021.29,4,3:50,,,feeding,D.06,A,sandlance,2.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:54,,,feeding,D.36,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,3:57,,,feeding,D.36,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:03,,,feeding,D.51,A,hake,1,GPS 224,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:06,,,feeding,D.75,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:11,,,feeding,D.36,A,unknown,?,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:11,,,feeding,D.22,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:12,,,feeding,D.36,A,invertebrate,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:16,,,feeding,D.76,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:23,,,feeding,D.51,A,hake,0.5,GPS 224,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:23,,,feeding,D.36,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:25,,,feeding,D.27,A or B,herring,?,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:28,,,feeding,D.76,A,unknown fish,?,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:29,,,feeding,D.75,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.29,4,4:30,,,end,,,,,,,,
blind,2019,7/6/2021,GVC,2021.3,4,8:53,120,7,start,D.75/D.76/D.06/D.22/D.25/D.47/D.07.2,,,,,,,
blind,2019,7/6/2021,GVC,2021.3,4,8:56,,,failed feeding,D.07?,orange,butterfish,3,,"back on rocks, metal band",,
blind,2019,7/6/2021,GVC,2021.3,4,8:57,,,failed feeding,D.06,A,butterfish,2.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:15,,,feeding,D.75,A,unknown fish,2,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:16,,,failed feeding,D.51,A,butterfish,2.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:21,,,failed feeding,D.22,A,butterfish,2.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:32,,,feeding,D.76,B,hake,1.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:34,,,feeding?,D.22,A,butterfish,1.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:39,,,feeding,D51,A,hake,1,,,,
blind,2019,7/6/2021,GVC,2021.3,4,9:50,,,feeding,D.76,B,unknown,1,,,,
blind,2019,7/6/2021,GVC,2021.3,4,10:23,,,feeding,D.51,A,hake,2,,,,
blind,2019,7/6/2021,GVC,2021.3,4,10:24,,,feeding,D.06,A,hake,1.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,10:29,,,feeding,D.06,A,butterfish,1.5,,,,
blind,2019,7/6/2021,GVC,2021.3,4,10:32,,,feeding,D.22,A,butterfish,2,,,,
blind,2019,7/6/2021,GVC,2021.3,4,10:53,,,end,,,,,,,,
blind,2019,7/7/2021,GVC,2021.31,4,7:35,120,8,start,D.51/D.07.2/D.47/D.75/D.76/D.22/D.25/D.06,,,,,,,
blind,2019,7/7/2021,GVC,2021.31,4,7:43,,,feeding,D.07.2,A,euphausiid,0.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:04,,,feeding,D.25,A,hake,1.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:07,,,failed feeding,D.22,A,butterfish,2,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:11,,,feeding,D.47,A,hake,1.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:17,,,feeding,D.76,B,unknown fish,1.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:19,,,feeding,D.47,A,unknown,0.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:22,,,failed feeding,D.47,A,butterfish,2.5,,E47,,
blind,2019,7/7/2021,GVC,2021.31,4,8:27,,,feeding,D.51,A,hake,1,GPS 224,241 tagged bird,,
blind,2019,7/7/2021,GVC,2021.31,4,8:45,,,feeding,D.22,A,butterfish,1.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,8:54,,,feeding,D.25,A,hake,1.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:03,,,feeding,D.51,A,hake,1,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:16,,,feeding,D.51,A,hake,1,GPS 224,241 tagged bird,,
blind,2019,7/7/2021,GVC,2021.31,4,9:17,,,feeding,D.07.2,A,unknown,<0.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:18,,,feeding,D.07.2,A,unknown,<0.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:19,,,feeding,D.07.2,A,euphausiid,0.5,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:20,,,failed feeding,D.75,A,stickleback,1.5,,too spikey,,
blind,2019,7/7/2021,GVC,2021.31,4,9:25,,,failed feeding,D.22,A,butterfish,2,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:28,,,feeding,D.22,A,gadid,2,,,,
blind,2019,7/7/2021,GVC,2021.31,4,9:35,,,end,,,,,,,,
blind,2019,7/21/2021,OAS,2021.32,4,11:19,56,2,start,D.25/D.51,,,,,,,
blind,2019,7/21/2021,OAS,2021.32,4,11:47,,,feeding,D.25,A,invertebrate,0.5,,,,
blind,2019,7/21/2021,OAS,2021.32,4,12:15,,,end,,,,,,,,
blind,2019,7/22/2021,OAS,2021.33,4,10:56,64,3,start,D.25/D.51/D.22,,,,,,,
blind,2019,7/22/2021,OAS,2021.33,4,11:21,,,feeding,D.25,A,hake,0.5,,,,
blind,2019,7/22/2021,OAS,2021.33,4,11:23,,,stolen by/failed feeding,D.25,A,butterfish,2.5,,unltimately a failed feeding,,
blind,2019,7/22/2021,OAS,2021.33,4,12:00,,,end,,,,,,,,
blind,2019,7/23/2021,OAS,2021.34,4,10:50,60,1,start,D.51,,,,,,,
blind,2019,7/23/2021,OAS,2021.34,4,11:50,,,end,,,,,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,7:58 AM,60,4,start,D.55/D.56 neighbor/D.56/D.37/R.04/R.71,,,,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:00 AM,,,feeding,D.56 neighbor,A,unknown fish,1,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:15 AM,,,feeding,R.04,A or B,sandlance,3.5,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:19 AM,,,feeding,R.71,A or B,unknown fish,0.5,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:41 AM,,,feeding,R.04,A or B,herring,2,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:56 AM,,,feeding,D.56,A,herring,1.5,,,,
blind,2019,6/26/2021,ECC,2021.35,Diet area 1,8:58 AM,,,end,,,,,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:00,90,9,start,D.23/D.03/D.06/D.75/D.76/D.51/D.36/D.27/D.22,,,,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:03,,,feeding,D.25,A,herring,2,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:08,,,feeding,D..36,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:18,,,feeding,D.76,A,unknown fish,?,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:21,,,feeding,D.03,A,sandlance,3,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:26,,,feeding,D.22,A,unknown fish,2,,brownish-green fish,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:32,,,feeding,D.76,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:36,,,stolen,D.06,A,hake,2,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:38,,,feeding,D.22,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:41,,,feeding,D.27,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:43,,,feeding,D.22,A,butterfish,2,,No head on fish! Very long handling time,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:50,,,feeding,D.06,A,sandlance,2.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:54,,,feeding,D.36,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,3:57,,,feeding,D.36,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:03,,,feeding,D.51,A,hake,1,GPS 224,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:06,,,feeding,D.75,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:11,,,feeding,D.36,A,unknown,?,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:11,,,feeding,D.22,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:12,,,feeding,D.36,A,unknown,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:16,,,feeding,D.76,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:23,,,feeding,D.51,A,hake,0.5,GPS 224,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:23,,,feeding,D.36,A,hake,0.5,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:25,,,feeding,D.27,A or B,herring,?,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:28,,,feeding,D.76,A,unknown fish,?,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:29,,,feeding,D.75,A,hake,1,,,,
blind,2019,7/3/2021,OAS,2021.36,Diet area 4,4:30,,,end,,,,,,,,
blind,2019,6/26/2021,ECC,2021.37,2,8:58,35,7,start,NB.01/D.16/D.10/NB.05/D.09/D.40/NB.04,,,,,,,
blind,2019,6/26/2021,ECC,2021.37,2,9:00,,,feeding,NB.01,,herring,2.5,GPS 802,,,
blind,2019,6/26/2021,ECC,2021.37,2,9:15,,,feeding,NB.09,,hake,1,,,,
blind,2019,6/26/2021,ECC,2021.37,2,9:24,,,feeding,D.40,,mummichog,1,,,,
blind,2019,6/26/2021,ECC,2021.37,2,9:32,,,end,,,,,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,4:30 PM,64,13,start,NB.01/NB.02/NB.03/NB.04/NB.05/D.02/D.09/D.10/D.16/D.40/D.275/D.70/D.68,,,,,"no adults at D.40, chick dying",,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,4:44 PM,,,Feeding,D.09,A,sandlance,3,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,4:46 PM,,,Stolen,D.70,A,sandlance,2,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,4:49 PM,,,Feeding,D.16,A,unknown fish,1,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,4:53 PM,,,Feeding,NB.02,A,herring,2,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:04 PM,,,Feeding,D.275,A,sandlance,2.5,GPS mate no tag,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:12 PM,,,Feeding,D.275,A,sandlance,2,GPS mate no tag,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:13 PM,,,Feeding,D.02,A,sandlance,3,,stolen from D.16 A,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:15 PM,,,Feeding,NB.05,A,sandlance,1.5,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:18 PM,,,Failed Feeding?,D.16,A,butterfish,2,,Did not swallow during watch,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:26 PM,,,Feeding,D.68,?,sandlance,2.5,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:28 PM,,,Feeding,NB.02,A,sandlance,2,,,,
blind,2019,7/8/2021,ECC,2021.38,Diet area 2,5:34 PM,,,end,,,,,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,3:30 PM,60,3,start,D.38/D.44/D.55/R.03/R.36/R.04/R.71/R.73,,,,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,3:43 PM,,,feeding,R.71,A,unknown,?,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,3:59 PM,,,feeding,R.73,A,unknown,?,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,4:04 PM,,,feeding,R.03,A,unknown,?,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,4:09 PM,,,feeding,R.04,A,unknown fish,1,,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,4:30 PM,,,feeding,D.44,A,unknown fish,1,Black PFR 010,,,
blind,2019,7/8/2021,ECC,2021.39,Diet area 1,4:30 PM,,,End,,,,,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,7:57,75,8,start,D.16/D.09/D.275/D.70/D.02/NB.01/NB.04/NB.03,,,,,D.70A dying,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,7:58,,,failed feeding,D.16,A,butterfish,2,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,8:30,,,failed feeding,D.02,A,butterfish,1.5,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,8:34,,,feeding,NB.01,A,hake,1,,small silvery fish,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,8:37,,,feeding,D.02,A,butterfish,1.5,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,8:41,,,failed feeding,D.70,A,hake,1.5,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,8:51,,,failed feeding,NB.04,A,butterfish,2,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,9:02,,,failed feeding,NB.03,A,butterfish,1.5,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,9:03,,,feeding,D.02,A,hake,1,,,,
blind,2019,7/10/2021,GBS,2021.4,Diet area 2,9:12,,,end,,,,,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:35,120,10,start,D.11/SB.03/SB.06/SB.05/D.13/D.04/D.05/SB.04/D.58/D.64/R.27/R.28/R.05,,,,,D.59 DEAD,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:40,,,feeding,D.58,A,invert,0.25,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:43,,,feeding,SB.04,A,herring,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:48,,,feeding,SB.06,A,unknown fish,1.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:48,,,feeding,SB.03,A,invert,0.25,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:50,,,feeding,D.58,A,dragonfly,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:51,,,feeding,SB.04,A,invert,0.25,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:55,,,feeding,D.58,A,dragonfly,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,11:59,,,feeding,D.58,A,invert,0.25,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:05,,,feeding,SB.04,A,herring,1.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:11,,,feeding,D.11,A,euphausiid,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:12,,,feeding,SB.05,A,hake,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:16,,,feeding,SB.05,A,herring,1.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:17,,,feeding,SB.06,A,unknown,?,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:19,,,Failed feeding,D.04,A,butterfish,1.5,mate no gps ?,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:21,,,feeding,SB.04,A,hake,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:27,,,feeding,SB.04,A,unknown,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:28,,,feeding,D.58,A,hake,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:30,,,Failed feeding,D.11,A,hake,1.5,,stolen,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:33,,,feeding,SB.03,A,hake,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:37,,,feeding,SB.06,A,unknown fish,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:38,,,feeding,D.58,A,invert,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:41,,,feeding,D.64,A,sandlance,2.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:45,,,feeding,D.58,A,sandlance,3.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:46,,,feeding,R.05,A,unknown fish,?,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:50,,,feeding,D.58,A,invert,0.25,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:54,,,feeding,SB.04,A,hake,1,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,12:58,,,feeding,SB.03,A,invert,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:01,,,feeding,R.27,A,hake,2.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:07,,,feeding,SB.05,A,herring,3,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:10,,,feeding,SB.06,A,herring,2.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:15,,,feeding,D.58,A,unknown,0.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:27,,,feeding,D.13,A,hake,1.5,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:30,,,feeding,D.04,A,unknown fish,1,GPS 811,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:31,,,feeding,R.05,A,unknown,?,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:32,,,feeding,SB.04,A,sandlance,4,,,,
blind,2019,7/3/2021,ECC,2021.41,Diet area 3,13:35,,,end,,,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,7:50 AM,,,start,D.55/D.44/D.54/D.33/D.43/R.71/R.73/R.03/R.04/R.36,,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,7:59,,,feeding,D.44,A,hake,1,unbanded adult,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:02,,,feeding,R.04,A or B,herring,2,MFR,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:07,,,feeding,D.55,A,invert,0.25,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:08,,,feeding,R.36,A,sandlance,2.5,unbanded adult,,,
blind,2019,6/26/2021,ECC,2021.42,Diet area 1,8:10 AM,,,fly by fish,NA,NA,mummichog,1.5,,,x,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:10,,,feeding,D.44,A,invert,0.25,unbanded adult,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:14,,,feeding,D.44,A,invert,0.25,unbanded adult,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:17,,,feeding,R.73,B,herring,2,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:21,,,tagged bird circling area with no fish,D.43,,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:30,,,feeding,R.03,A,sandlance,2,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:33,,,adult self feeding,D.55,adult,butterfish,2,,,,
blind,2019,6/26/2021,ECC,2021.42,Diet area 1,8:36 AM,,,fly by fish,NA,NA,silverside,4,,,x,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,8:44,,,feeding,D.44,A,sandlance,4,PFR 010,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:05,,,feeding,Northeast of R.04,,herring,1.5,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:05,,,feeding,D.54,A,herring,2,mate,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:09,,,feeding,R.71,,unknown fish,,,so fast!,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:11,,,feeding,D.44,A,invert,0.25,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:12,,,tagged adult switched with mate and departed,D.54,,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:18,,,feeding,R.03,A,sandlance,2,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:22,,,feeding,R.36,A,sandlance,2.5,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:32,,,feeding,NB.01,A,hake,1,Untagged mate,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:33,,,tagged adult returned with no fish,D.54,NA,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:33,,,tagged adult present - no chick around,D.43,NA,,,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:36,,,feeding,Northeast of R.04,,sandlance,2,,,,
blind,2019,6/29/2021,ECC,2021.42,Diet area 1,9:40,,,end,,,,,,,,
blind,2019,7/3/2021,ECC,2021.42,Diet area 3,12:15,,,Failed feeding,SB.09,,moth,0.5,,no chick,x,
blind,2019,7/3/2021,ECC,2021.42,Diet area 3,12:36,,,Failed feeding,SB.08,,redfish,2,,dead chick,x,
blind,2019,7/3/2021,ECC,2021.42,Diet area 3,13:17,,,Failed feeding,D.59,,moth,0.5,mate no gps,,X,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:00 PM,,,start,SB.07/SB.04/D.11/SB.03/SB.09/SB.05/SB.06/R.28,,,,,,,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:09 PM,,,rain started,,,,,,,,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:16 PM,,,234 arived with no fish,,,,,GPS 811,,,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:28 PM,,,234 departed w/ no mate present,,,,,GPS 811,,,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:29 PM,,,234 returned,,,,,GPS 811,,,
blind,2019,6/22/2021,ECC,2021.42,Diet area 3,3:40 PM,,,end,,,,,,,,
blind,2019,7/8/2021,ECC,2021.42,White,3:50 PM,,,feeding,,,mackerel,3.5,,,,
blind,2019,7/8/2021,ECC,2021.42,White,4:30 PM,,,feeding,,,silverside,2.5,,,,
blind,2019,7/20/2021,ECC,2021.42,White Island lawn,6:10 PM,,,failed feeding,D.289,A,puffer fish,1,GPS 820,,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:20,25,3,start,D.55/D.28/D.279,,,,,after D.279 trapping,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:26,,,feeding,D.279,A,herring,1.5,tag 312 (before tagging),discarded by D.279 GPS bird (tag 312). ,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:26,,,feeding,D.279,A,isopod,0.25,untagged mate,,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:26,,,feeding,D.28,A,Pufferfish,1,,,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:29,,,feeding,D.55,A,butterfish,2.5,,successful feeding!,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:29,,,feeding,D.28,A,herring,2,,,,
blind,2019,7/20/2021,ECC,2021.43,Diet area 1,13:40,,,feeding,D.279,A,herring,1.5,tag 312 (before tagging),"regurgitated by D.279 GPS bird (tag 312). 5 fish total, 1.5-2 bill lengths each",,
