"Year","Coast","Subregion","Common Name","Pounds","Live Pounds","Dollars","% Display"
"1963","US Atlantic Coast","North Atlantic","CARP, COMMON","2000","2000","293","100%"
"1971","US Atlantic Coast","North Atlantic","CARP, COMMON","3000","3000","300","100%"
"1972","US Atlantic Coast","North Atlantic","CARP, COMMON","3500","3500","370","100%"
"1980","US Atlantic Coast","North Atlantic","CARP, COMMON","500","500","388","100%"
"1981","US Atlantic Coast","North Atlantic","CARP, COMMON","2200","2200","475","100%"
"1987","US Atlantic Coast","North Atlantic","CARP, COMMON","2250","2250","495","100%"
"1962","US Atlantic Coast","North Atlantic","CARP, COMMON","4600","4600","528","100%"
"1964","US Atlantic Coast","North Atlantic","CARP, COMMON","3000","3000","541","100%"
"1982","US Atlantic Coast","North Atlantic","CARP, COMMON","2700","2700","618","100%"
"1985","US Atlantic Coast","North Atlantic","CARP, COMMON","3600","3600","792","100%"
"1961","US Atlantic Coast","North Atlantic","CARP, COMMON","3300","3300","*","100%"
"1960","US Atlantic Coast","North Atlantic","CARP, COMMON","3900","3900","*","100%"
"1959","US Atlantic Coast","North Atlantic","CARP, COMMON","1300","1300","*","100%"
"1958","US Atlantic Coast","North Atlantic","CARP, COMMON","11500","11500","*","100%"
"1957","US Atlantic Coast","North Atlantic","CARP, COMMON","6700","6700","*","100%"
"1956","US Atlantic Coast","North Atlantic","CARP, COMMON","3000","3000","*","100%"
"1955","US Atlantic Coast","North Atlantic","CARP, COMMON","34500","34500","*","100%"
"1954","US Atlantic Coast","North Atlantic","CARP, COMMON","13300","13300","*","100%"
"1953","US Atlantic Coast","North Atlantic","CARP, COMMON","10000","10000","*","100%"
"1952","US Atlantic Coast","North Atlantic","CARP, COMMON","21300","21300","*","100%"
"1951","US Atlantic Coast","North Atlantic","CARP, COMMON","52800","52800","*","100%"
"1950","US Atlantic Coast","North Atlantic","CARP, COMMON","55000","55000","*","100%"
"2015","US Atlantic Coast","North Atlantic","CAPELIN","*","*","*","0%"
"2014","US Atlantic Coast","North Atlantic","CAPELIN","*","*","*","0%"
"2013","US Atlantic Coast","North Atlantic","CAPELIN","*","*","*","0%"
"2011","US Atlantic Coast","North Atlantic","CAPELIN","*","*","*","0%"
"2018","US Atlantic Coast","North Atlantic","BUTTERFISH, GULF","1020","1020","663",">85-95%"
"2008","US Atlantic Coast","North Atlantic","BUTTERFISH, GULF","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","BUTTERFISH","208964","208964","128377.1",">95%"
"2005","US Atlantic Coast","North Atlantic","BUTTERFISH","366414","366414","269410",">95%"
"2004","US Atlantic Coast","North Atlantic","BUTTERFISH","632801","632801","349516.9",">95%"
"2008","US Atlantic Coast","North Atlantic","BUTTERFISH","500280.5","500280.5","353329.66",">95%"
"2009","US Atlantic Coast","North Atlantic","BUTTERFISH","654981","654981","393085.58",">95%"
"2003","US Atlantic Coast","North Atlantic","BUTTERFISH","769679","769679","407882.8",">95%"
"2010","US Atlantic Coast","North Atlantic","BUTTERFISH","803351.7","803351.7","496899.53",">95%"
"2002","US Atlantic Coast","North Atlantic","BUTTERFISH","1132479","1132479","507971.6","100%"
"2007","US Atlantic Coast","North Atlantic","BUTTERFISH","853426.75","853426.75","534039.06",">95%"
"2012","US Atlantic Coast","North Atlantic","BUTTERFISH","841169.9","841169.9","576166.98","100%"
"2000","US Atlantic Coast","North Atlantic","BUTTERFISH","1514441","1514441","618972.88","100%"
"2011","US Atlantic Coast","North Atlantic","BUTTERFISH","858618.9","858618.9","647813.75",">95%"
"2013","US Atlantic Coast","North Atlantic","BUTTERFISH","1810329.3","1810329.3","1104344",">95%"
"2016","US Atlantic Coast","North Atlantic","BUTTERFISH","1888311.35","1888311.35","1127653.65",">95%"
"1998","US Atlantic Coast","North Atlantic","BUTTERFISH","2797518","2797518","1540315",">95%"
"1999","US Atlantic Coast","North Atlantic","BUTTERFISH","3071450","3071450","1748692",">95%"
"1995","US Atlantic Coast","North Atlantic","BUTTERFISH","3279786","3279786","1836933","100%"
"2018","US Atlantic Coast","North Atlantic","BUTTERFISH","3053782.27","3053782.27","2116626.39",">95%"
"2001","US Atlantic Coast","North Atlantic","BUTTERFISH","8204735","8204735","2443469.95","100%"
"2015","US Atlantic Coast","North Atlantic","BUTTERFISH","4100347.23","4100347.23","2606055.15",">95%"
"1994","US Atlantic Coast","North Atlantic","BUTTERFISH","6689544","6689544","3430270","100%"
"1997","US Atlantic Coast","North Atlantic","BUTTERFISH","4116033","4116033","3465347","100%"
"2017","US Atlantic Coast","North Atlantic","BUTTERFISH","7244001.85","7244001.85","3789090.98",">95%"
"2014","US Atlantic Coast","North Atlantic","BUTTERFISH","6156935.18","6156935.18","3880742.52",">95%"
"1996","US Atlantic Coast","North Atlantic","BUTTERFISH","6019417","6019417","4167515","100%"
"2019","US Atlantic Coast","North Atlantic","BUTTERFISH","6952196.13","6952196.13","5210745.38",">95%"
"2018","US Atlantic Coast","North Atlantic","BROTULA, BEARDED","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","BROTULA, BEARDED","*","*","*","0%"
"2004","US Atlantic Coast","North Atlantic","BROTULA, BEARDED","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","1448","1448","362",">95%"
"1966","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","9600","9600","2173","100%"
"1967","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","22600","22600","3913","100%"
"1968","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","21800","21800","5491","100%"
"1964","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","37700","37700","6341","100%"
"2004","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","5746","5746","6620",">85-95%"
"2003","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","5151","5151","7635","100%"
"1962","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","69400","69400","8143","100%"
"2001","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","6501","6501","8908","<=75%"
"1965","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","81700","81700","9264","100%"
"1972","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","38600","38600","9280","100%"
"1963","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","109900","109900","10371","100%"
"1971","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","56500","56500","10897","100%"
"2008","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","4492.65","4492.65","10972.62","100%"
"2000","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","9938","9938","11791","100%"
"2010","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","4646","4646","12815.87",">85-95%"
"2002","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","9282","9282","13989","100%"
"1974","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","91000","91000","16084","100%"
"1991","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","27248","27248","18893","100%"
"1986","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","38000","38000","20120","100%"
"1976","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","40400","40400","20772","100%"
"1973","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","68000","68000","21699","100%"
"1969","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","184100","184100","21700","100%"
"1982","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","41100","41100","22409","100%"
"2005","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","12684","12684","22646","100%"
"1990","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","40551","40551","25383","100%"
"1985","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","77300","77300","26420","100%"
"2012","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","8165.7","8165.7","29123.898","100%"
"1975","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","155000","155000","30462","100%"
"1988","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","57000","57000","31130","100%"
"1997","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","51223","51223","35011","100%"
"1987","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","74200","74200","35132","100%"
"2018","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","16810.8","16810.8","38698.85","100%"
"2007","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","17395.15","17395.15","38733.65","100%"
"1996","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","49600","49600","39473","100%"
"1984","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","171400","171400","41528","100%"
"2013","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","11909.95","11909.95","43684.57","100%"
"1983","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","132800","132800","45845","100%"
"1998","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","61434","61434","46271","100%"
"1970","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","122800","122800","48781","100%"
"2016","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","14457.17","14457.17","49039.48","100%"
"2009","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","25821","25821","52581.28",">95%"
"1999","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","51388","51388","54636","100%"
"1977","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","126300","126300","56681","100%"
"1993","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","131025","131025","57135","100%"
"2011","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","20224.2","20224.2","63434.28","100%"
"2014","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","23100.55","23100.55","63530.17","100%"
"1995","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","96581","96581","69193",">95%"
"2017","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","26763.7","26763.7","69672.44","100%"
"1980","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","133600","133600","72075","100%"
"1989","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","153600","153600","79364","100%"
"1981","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","187100","187100","81122","100%"
"2019","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","42989.6","42989.6","90748.64",">95%"
"1994","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","130015","130015","96820","100%"
"2015","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","40739.95","40739.95","106472.53","100%"
"1992","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","245658","245658","110373","100%"
"1979","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","414400","414400","119177","100%"
"1978","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","269100","269100","211895","100%"
"1961","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","45500","45500","*","100%"
"1960","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","54200","54200","*","100%"
"1959","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","96100","96100","*","100%"
"1958","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","3300","3300","*","100%"
"1957","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","7400","7400","*","100%"
"1956","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","2300","2300","*","100%"
"1955","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","12900","12900","*","100%"
"1954","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","112000","112000","*","100%"
"1953","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","12800","12800","*","100%"
"1952","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","7800","7800","*","100%"
"1951","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","600","600","*","100%"
"1950","US Atlantic Coast","North Atlantic","BONITO, ATLANTIC","4700","4700","*","100%"
"2004","US Atlantic Coast","North Atlantic","BOARFISHES","325","325","57","100%"
"2005","US Atlantic Coast","North Atlantic","BOARFISHES","939","939","926","100%"
"2012","US Atlantic Coast","North Atlantic","BOARFISHES","1200","1200","1800","100%"
"2019","US Atlantic Coast","North Atlantic","BOARFISHES","*","*","*","0%"
"2017","US Atlantic Coast","North Atlantic","BOARFISHES","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","BOARFISHES","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","BOARFISHES","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","BOARFISHES","*","*","*","0%"
"1962","US Atlantic Coast","North Atlantic","BLUEFISH","175500","175500","22704","100%"
"1963","US Atlantic Coast","North Atlantic","BLUEFISH","181400","181400","25542","100%"
"1967","US Atlantic Coast","North Atlantic","BLUEFISH","211900","211900","28505","100%"
"1964","US Atlantic Coast","North Atlantic","BLUEFISH","192300","192300","28520","100%"
"1966","US Atlantic Coast","North Atlantic","BLUEFISH","254000","254000","29898","100%"
"1968","US Atlantic Coast","North Atlantic","BLUEFISH","230700","230700","39476","100%"
"1965","US Atlantic Coast","North Atlantic","BLUEFISH","310600","310600","40263","100%"
"1969","US Atlantic Coast","North Atlantic","BLUEFISH","357000","357000","55729","100%"
"1971","US Atlantic Coast","North Atlantic","BLUEFISH","629300","629300","64913","100%"
"1970","US Atlantic Coast","North Atlantic","BLUEFISH","576500","576500","66469","100%"
"2006","US Atlantic Coast","North Atlantic","BLUEFISH","135811","135811","72354.4","100%"
"1974","US Atlantic Coast","North Atlantic","BLUEFISH","775300","775300","110806","100%"
"1972","US Atlantic Coast","North Atlantic","BLUEFISH","734500","734500","113040","100%"
"1976","US Atlantic Coast","North Atlantic","BLUEFISH","715700","715700","124459","100%"
"1977","US Atlantic Coast","North Atlantic","BLUEFISH","761500","761500","136037","100%"
"1975","US Atlantic Coast","North Atlantic","BLUEFISH","957100","957100","165537","100%"
"1979","US Atlantic Coast","North Atlantic","BLUEFISH","1008300","1008300","182924","100%"
"1973","US Atlantic Coast","North Atlantic","BLUEFISH","989100","989100","185960","100%"
"1978","US Atlantic Coast","North Atlantic","BLUEFISH","1261300","1261300","213191","100%"
"1980","US Atlantic Coast","North Atlantic","BLUEFISH","1205700","1205700","228049","100%"
"1983","US Atlantic Coast","North Atlantic","BLUEFISH","1789700","1789700","241842","100%"
"2000","US Atlantic Coast","North Atlantic","BLUEFISH","687414","687414","242900.72","100%"
"1997","US Atlantic Coast","North Atlantic","BLUEFISH","1168014","1168014","290381","100%"
"2003","US Atlantic Coast","North Atlantic","BLUEFISH","802352","802352","298144.65",">95%"
"2001","US Atlantic Coast","North Atlantic","BLUEFISH","889407","889407","306210.2","100%"
"1981","US Atlantic Coast","North Atlantic","BLUEFISH","1620800","1620800","327221","100%"
"1998","US Atlantic Coast","North Atlantic","BLUEFISH","1007142","1007142","330362","100%"
"1984","US Atlantic Coast","North Atlantic","BLUEFISH","1887200","1887200","347758","100%"
"2004","US Atlantic Coast","North Atlantic","BLUEFISH","1119707","1119707","372909.39","100%"
"1988","US Atlantic Coast","North Atlantic","BLUEFISH","1963518","1963518","373551","100%"
"1985","US Atlantic Coast","North Atlantic","BLUEFISH","2786100","2786100","374666","100%"
"1982","US Atlantic Coast","North Atlantic","BLUEFISH","2023600","2023600","392146","100%"
"2009","US Atlantic Coast","North Atlantic","BLUEFISH","934156.15","934156.15","393454.5377",">95%"
"2002","US Atlantic Coast","North Atlantic","BLUEFISH","1028267","1028267","404739.27","100%"
"1999","US Atlantic Coast","North Atlantic","BLUEFISH","1076534","1076534","413603",">95%"
"1987","US Atlantic Coast","North Atlantic","BLUEFISH","2391200","2391200","442772","100%"
"1996","US Atlantic Coast","North Atlantic","BLUEFISH","1805259","1805259","451607",">95%"
"1986","US Atlantic Coast","North Atlantic","BLUEFISH","3060100","3060100","464314","100%"
"1995","US Atlantic Coast","North Atlantic","BLUEFISH","1633889","1633889","487801",">95%"
"2008","US Atlantic Coast","North Atlantic","BLUEFISH","964974.84","964974.84","490251.06",">95%"
"1991","US Atlantic Coast","North Atlantic","BLUEFISH","2756396","2756396","504252","100%"
"1994","US Atlantic Coast","North Atlantic","BLUEFISH","2580363","2580363","505367","100%"
"2007","US Atlantic Coast","North Atlantic","BLUEFISH","1243716.52","1243716.52","520019.534",">95%"
"1989","US Atlantic Coast","North Atlantic","BLUEFISH","2858900","2858900","547303","100%"
"1992","US Atlantic Coast","North Atlantic","BLUEFISH","2963121","2963121","547338","100%"
"2010","US Atlantic Coast","North Atlantic","BLUEFISH","983232.36","983232.36","548364.93","100%"
"1993","US Atlantic Coast","North Atlantic","BLUEFISH","2146886","2146886","558961","100%"
"2005","US Atlantic Coast","North Atlantic","BLUEFISH","1066261","1066261","591497.74","100%"
"1990","US Atlantic Coast","North Atlantic","BLUEFISH","2818984","2818984","601173","100%"
"2018","US Atlantic Coast","North Atlantic","BLUEFISH","485565.89","485565.89","665789.617",">95%"
"2019","US Atlantic Coast","North Atlantic","BLUEFISH","633374.12","633374.12","738815.15","100%"
"2011","US Atlantic Coast","North Atlantic","BLUEFISH","1035151.78","1035151.78","771964.34",">95%"
"2014","US Atlantic Coast","North Atlantic","BLUEFISH","1007378.35","1007378.35","855245.1701",">95%"
"2013","US Atlantic Coast","North Atlantic","BLUEFISH","1080974.44","1080974.44","890043.83","100%"
"2016","US Atlantic Coast","North Atlantic","BLUEFISH","1031113.39","1031113.39","898849.621",">95%"
"2017","US Atlantic Coast","North Atlantic","BLUEFISH","1054165.09","1054165.09","933910.874","100%"
"2012","US Atlantic Coast","North Atlantic","BLUEFISH","1401584.63","1401584.63","993336.477",">95%"
"2015","US Atlantic Coast","North Atlantic","BLUEFISH","1155410.26","1155410.26","995189.47",">95%"
"1961","US Atlantic Coast","North Atlantic","BLUEFISH","77800","77800","*","100%"
"1960","US Atlantic Coast","North Atlantic","BLUEFISH","54800","54800","*","100%"
"1959","US Atlantic Coast","North Atlantic","BLUEFISH","30700","30700","*","100%"
"1958","US Atlantic Coast","North Atlantic","BLUEFISH","15400","15400","*","100%"
"1957","US Atlantic Coast","North Atlantic","BLUEFISH","103000","103000","*","100%"
"1956","US Atlantic Coast","North Atlantic","BLUEFISH","78900","78900","*","100%"
"1955","US Atlantic Coast","North Atlantic","BLUEFISH","100000","100000","*","100%"
"1954","US Atlantic Coast","North Atlantic","BLUEFISH","146200","146200","*","100%"
"1953","US Atlantic Coast","North Atlantic","BLUEFISH","165700","165700","*","100%"
"1952","US Atlantic Coast","North Atlantic","BLUEFISH","139000","139000","*","100%"
"1951","US Atlantic Coast","North Atlantic","BLUEFISH","119900","119900","*","100%"
"1950","US Atlantic Coast","North Atlantic","BLUEFISH","138300","138300","*","100%"
